time,last,diff,position,thrust,set,loop,update
1520599554955684,0,1520599554955684,17.857510503267953,9.845611218144771,20.0,12303,true
1520599554956701,0,1520599554956701,17.85742139135741,9.84611261542743,20.0,12304,true
1520599554957719,0,1520599554957719,17.857332200615815,9.846560565797596,20.0,12305,true
1520599554958736,0,1520599554958736,17.857243175989364,9.846804953934022,20.0,12306,true
1520599554959755,0,1520599554959755,17.85715401175259,9.847340736380612,20.0,12307,true
1520599554960771,0,1520599554960771,17.857065087374025,9.847569929700423,20.0,12308,true
1520599554961789,0,1520599554961789,17.85697606320206,9.848181637793086,20.0,12309,true
1520599554962807,0,1520599554962807,17.85688715318159,9.848318419473031,20.0,12310,true
1520599554963824,0,1520599554963824,17.856798254221108,9.84888002404244,20.0,12311,true
1520599554964842,0,1520599554964842,17.856709355491805,9.849173921015758,20.0,12312,true
1520599554965860,0,1520599554965860,17.85662053164812,9.849596663601497,20.0,12313,true
1520599554966878,0,1520599554966878,17.856531723445194,9.850032950515914,20.0,12314,true
1520599554967894,0,1520599554967894,17.85644304424077,9.850375741052053,20.0,12315,true
1520599554968913,0,1520599554968913,17.856354281412308,9.850792557435053,20.0,12316,true
1520599554969930,0,1520599554969930,17.85626563370945,9.851067363015726,20.0,12317,true
1520599554970948,0,1520599554970948,17.856177025863367,9.851608164705578,20.0,12318,true
1520599554971966,0,1520599554971966,17.85608841790232,9.851900250393037,20.0,12319,true
1520599554972993,0,1520599554972993,17.85599904868225,9.852286331340531,20.0,12320,true
1520599554974000,0,1520599554974000,17.855911509285537,9.852722386104185,20.0,12321,true
1520599554975017,0,1520599554975017,17.855823113923552,9.854111783029266,20.0,12322,true
1520599554976035,0,1520599554976035,17.855734689870896,9.852257761172964,20.0,12323,true
1520599554977063,0,1520599554977063,17.85564545140907,9.853763123856528,20.0,12324,true
1520599554978069,0,1520599554978069,17.855558164592583,9.854234473858146,20.0,12325,true
1520599554979086,0,1520599554979086,17.855469935141514,9.855690016929362,20.0,12326,true
1520599554980104,0,1520599554980104,17.855381699609207,9.853683121481893,20.0,12327,true
1520599554981121,0,1520599554981121,17.855293626436104,9.855296441343487,20.0,12328,true
1520599554982138,0,1520599554982138,17.855205510784476,9.855739093550351,20.0,12329,true
1520599554983156,0,1520599554983156,17.85511744593748,9.855970798116196,20.0,12330,true
1520599554984172,0,1520599554984172,17.85502951400331,9.856458664851171,20.0,12331,true
1520599554985190,0,1520599554985190,17.85494152013132,9.85682980943233,20.0,12332,true
1520599554986208,0,1520599554986208,17.85485362298166,9.857097995286534,20.0,12333,true
1520599554987224,0,1520599554987224,17.85476586140921,9.857609908087532,20.0,12334,true
1520599554988243,0,1520599554988243,17.854677871422375,9.857923262685034,20.0,12335,true
1520599554989259,0,1520599554989259,17.85459025557211,9.858187718522085,20.0,12336,true
1520599554990276,0,1520599554990276,17.854502616780593,9.858907743680177,20.0,12337,true
1520599554991293,0,1520599554991293,17.854414998278642,9.858873653569237,20.0,12338,true
1520599554992311,0,1520599554992311,17.854327349480375,9.859335976849696,20.0,12339,true
1520599554993327,0,1520599554993327,17.854239849410327,9.859744219647768,20.0,12340,true
1520599554994345,0,1520599554994345,17.854152348654114,9.860215779304195,20.0,12341,true
1520599554995362,0,1520599554995362,17.854064914564674,9.860463195220532,20.0,12342,true
1520599554996379,0,1520599554996379,17.853977555291667,9.860897389581215,20.0,12343,true
1520599554997396,0,1520599554997396,17.85389023160459,9.861247234848788,20.0,12344,true
1520599554998413,0,1520599554998413,17.853803012052634,9.861586714733352,20.0,12345,true
1520599554999431,0,1520599554999431,17.853715738416714,9.861975152514574,20.0,12346,true
1520599555000448,0,1520599555000448,17.85362858539557,9.862277652195381,20.0,12347,true
1520599555001465,0,1520599555001465,17.853541487055836,9.862778069664085,20.0,12348,true
1520599555002482,0,1520599555002482,17.85345445626146,9.863059820889587,20.0,12349,true
1520599555003498,0,1520599555003498,17.853367509262934,9.863423860825966,20.0,12350,true
1520599555004517,0,1520599555004517,17.8532804801406,9.86377166066909,20.0,12351,true
1520599555005534,0,1520599555005534,17.853193540310993,9.864098946601654,20.0,12352,true
1520599555006552,0,1520599555006552,17.85310671244337,9.864633846119721,20.0,12353,true
1520599555007569,0,1520599555007569,17.85301993188481,9.864954260432082,20.0,12354,true
1520599555008585,0,1520599555008585,17.852933287387792,9.86524606694918,20.0,12355,true
1520599555009604,0,1520599555009604,17.852846492267645,9.865618580025448,20.0,12356,true
1520599555010621,0,1520599555010621,17.852759917395375,9.865879821008935,20.0,12357,true
1520599555011639,0,1520599555011639,17.852673319071258,9.866499803072536,20.0,12358,true
1520599555012656,0,1520599555012656,17.852586831356803,9.866655654415439,20.0,12359,true
1520599555013673,0,1520599555013673,17.852500393320476,9.867116197702185,20.0,12360,true
1520599555014690,0,1520599555014690,17.85241404932021,9.867408896227843,20.0,12361,true
1520599555015708,0,1520599555015708,17.852327722678233,9.86777764361898,20.0,12362,true
1520599555016726,0,1520599555016726,17.85224139177779,9.86809071713882,20.0,12363,true
1520599555017743,0,1520599555017743,17.852155224990938,9.868499603110209,20.0,12364,true
1520599555018761,0,1520599555018761,17.852069062809356,9.868935529306338,20.0,12365,true
1520599555019779,0,1520599555019779,17.851982913364644,9.869160588758684,20.0,12366,true
1520599555020796,0,1520599555020796,17.85189694929997,9.869585030720039,20.0,12367,true
1520599555021813,0,1520599555021813,17.851810970604518,9.86999928495381,20.0,12368,true
1520599555022831,0,1520599555022831,17.851725030883447,9.870197280372526,20.0,12369,true
1520599555023848,0,1520599555023848,17.851639252299115,9.870645334487055,20.0,12370,true
1520599555024866,0,1520599555024866,17.85155340109712,9.871026293310322,20.0,12371,true
1520599555025885,0,1520599555025885,17.851467628995405,9.871254154921537,20.0,12372,true
1520599555026901,0,1520599555026901,17.851382051817346,9.871774399665156,20.0,12373,true
1520599555027918,0,1520599555027918,17.851296484365072,9.87210480780864,20.0,12374,true
1520599555028948,0,1520599555028948,17.85120997506595,9.87228995797653,20.0,12375,true
1520599555029955,0,1520599555029955,17.85112541110282,9.872706589728,20.0,12376,true
1520599555030971,0,1520599555030971,17.851040140623788,9.874315050540051,20.0,12377,true
1520599555031990,0,1520599555031990,17.850954709407286,9.872309677912511,20.0,12378,true
1520599555033007,0,1520599555033007,17.850869469813993,9.873620894977702,20.0,12379,true
1520599555034024,0,1520599555034024,17.850784313777282,9.874250299382737,20.0,12380,true
1520599555035042,0,1520599555035042,17.850699133028886,9.87443878240903,20.0,12381,true
1520599555036059,0,1520599555036059,17.850614101442623,9.874762148341807,20.0,12382,true
1520599555037079,0,1520599555037079,17.85052894412326,9.875220919905923,20.0,12383,true
1520599555038096,0,1520599555038096,17.850444058745044,9.875461984794796,20.0,12384,true
1520599555039114,0,1520599555039114,17.850359178356968,9.876046991576485,20.0,12385,true
1520599555040132,0,1520599555040132,17.850274306366728,9.87613423417804,20.0,12386,true
1520599555041150,0,1520599555041150,17.850189538861695,9.876555161557793,20.0,12387,true
1520599555042165,0,1520599555042165,17.850105116247388,9.876971816806389,20.0,12388,true
1520599555043182,0,1520599555043182,17.850020553774335,9.877268110107256,20.0,12389,true
1520599555044200,0,1520599555044200,17.849936056349563,9.877263042724204,20.0,12390,true
1520599555045216,0,1520599555045216,17.84985173049142,9.877864270282744,20.0,12391,true
1520599555046234,0,1520599555046234,17.849767307794977,9.878209209889476,20.0,12392,true
1520599555047251,0,1520599555047251,17.849683092527194,9.878420581075101,20.0,12393,true
1520599555048268,0,1520599555048268,17.849598888727524,9.878967708959374,20.0,12394,true
1520599555049286,0,1520599555049286,17.849514690688068,9.879133992995657,20.0,12395,true
1520599555050302,0,1520599555050302,17.849430713011586,9.879545207463996,20.0,12396,true
1520599555051320,0,1520599555051320,17.849346628909306,9.879963550826519,20.0,12397,true
1520599555052337,0,1520599555052337,17.849262774703142,9.88011309822881,20.0,12398,true
1520599555053354,0,1520599555053354,17.849178947733538,9.880671406069059,20.0,12399,true
1520599555054372,0,1520599555054372,17.84909508589664,9.880808745161541,20.0,12400,true
1520599555055389,0,1520599555055389,17.849011421205244,9.881199348991185,20.0,12401,true
1520599555056406,0,1520599555056406,17.84892784425373,9.881667678193377,20.0,12402,true
1520599555057423,0,1520599555057423,17.848844302098232,9.881845506900397,20.0,12403,true
1520599555058441,0,1520599555058441,17.848760784429917,9.882159881643336,20.0,12404,true
1520599555059458,0,1520599555059458,17.848677426929214,9.882540357580952,20.0,12405,true
1520599555060475,0,1520599555060475,17.848594082714357,9.882933666695722,20.0,12406,true
1520599555061492,0,1520599555061492,17.848510870166244,9.883156983189155,20.0,12407,true
1520599555062509,0,1520599555062509,17.848427688344266,9.883563877011387,20.0,12408,true
1520599555063526,0,1520599555063526,17.848344646427016,9.883822473863322,20.0,12409,true
1520599555064544,0,1520599555064544,17.848261548302236,9.884207177981276,20.0,12410,true
1520599555065562,0,1520599555065562,17.84817860891296,9.884455067400005,20.0,12411,true
1520599555066579,0,1520599555066579,17.84809571086377,9.884948245968745,20.0,12412,true
1520599555067596,0,1520599555067596,17.848012926768494,9.88517235720234,20.0,12413,true
1520599555068615,0,1520599555068615,17.84793014562724,9.885543117645591,20.0,12414,true
1520599555069633,0,1520599555069633,17.847847462645873,9.88582283419989,20.0,12415,true
1520599555070650,0,1520599555070650,17.847764908198542,9.886241301507733,20.0,12416,true
1520599555071668,0,1520599555071668,17.847682333991198,9.886540524360168,20.0,12417,true
1520599555072685,0,1520599555072685,17.847599986319914,9.886801466441742,20.0,12418,true
1520599555073704,0,1520599555073704,17.847517585283654,9.88724783374207,20.0,12419,true
1520599555074720,0,1520599555074720,17.84743543498085,9.887385772847592,20.0,12420,true
1520599555075738,0,1520599555075738,17.84735324554046,9.88787372989804,20.0,12421,true
1520599555076756,0,1520599555076756,17.847271092060016,9.887980945294611,20.0,12422,true
1520599555077773,0,1520599555077773,17.847189100525412,9.888450605548606,20.0,12423,true
1520599555078790,0,1520599555078790,17.847107212928993,9.888826312212288,20.0,12424,true
1520599555079807,0,1520599555079807,17.847025412955983,9.889044139836713,20.0,12425,true
1520599555080825,0,1520599555080825,17.84694365200091,9.889334225376118,20.0,12426,true
1520599555081842,0,1520599555081842,17.8468620164833,9.889644493506129,20.0,12427,true
1520599555082859,0,1520599555082859,17.846780450417143,9.890015429106956,20.0,12428,true
1520599555083876,0,1520599555083876,17.84669893330679,9.890278034870477,20.0,12429,true
1520599555084893,0,1520599555084893,17.846617579607233,9.890610457675091,20.0,12430,true
1520599555085911,0,1520599555085911,17.846536170530346,9.890968385801713,20.0,12431,true
1520599555086928,0,1520599555086928,17.84645491360586,9.891182844797637,20.0,12432,true
1520599555087946,0,1520599555087946,17.846373738274643,9.891670935536759,20.0,12433,true
1520599555088974,0,1520599555088974,17.846291777939175,9.891899241853265,20.0,12434,true
1520599555089981,0,1520599555089981,17.84621162464015,9.892215551223416,20.0,12435,true
1520599555090998,0,1520599555090998,17.84613070435368,9.89361707819685,20.0,12436,true
1520599555092016,0,1520599555092016,17.846049892216865,9.891774044726901,20.0,12437,true
1520599555093034,0,1520599555093034,17.845969051556875,9.893150466682364,20.0,12438,true
1520599555094051,0,1520599555094051,17.845888449991676,9.893432704964756,20.0,12439,true
1520599555095068,0,1520599555095068,17.845807914649566,9.893885863678241,20.0,12440,true
1520599555096086,0,1520599555096086,17.84572741063363,9.89400391025628,20.0,12441,true
1520599555097102,0,1520599555097102,17.845647084500126,9.89433788896077,20.0,12442,true
1520599555098119,0,1520599555098119,17.845566791892765,9.89471541854248,20.0,12443,true
1520599555099137,0,1520599555099137,17.84548657264923,9.894909316125144,20.0,12444,true
1520599555100154,0,1520599555100154,17.845406482355724,9.895283583287029,20.0,12445,true
1520599555101172,0,1520599555101172,17.845326352564392,9.895607877957056,20.0,12446,true
1520599555102188,0,1520599555102188,17.845246510995295,9.895862375503711,20.0,12447,true
1520599555103205,0,1520599555103205,17.845166680120244,9.896327539630823,20.0,12448,true
1520599555104223,0,1520599555104223,17.84508682979169,9.8963823411082,20.0,12449,true
1520599555105240,0,1520599555105240,17.845007230312362,9.896784034071867,20.0,12450,true
1520599555106257,0,1520599555106257,17.84492766879922,9.897223468087674,20.0,12451,true
1520599555107274,0,1520599555107274,17.84484816145789,9.897324404530668,20.0,12452,true
1520599555108291,0,1520599555108291,17.844768773816586,9.897691357815567,20.0,12453,true
1520599555109309,0,1520599555109309,17.844689443988194,9.898037926585616,20.0,12454,true
1520599555110325,0,1520599555110325,17.844610277685224,9.89830229377913,20.0,12455,true
1520599555111343,0,1520599555111343,17.844531126687233,9.89864388326597,20.0,12456,true
1520599555112360,0,1520599555112360,17.844452074825682,9.898852931219679,20.0,12457,true
1520599555113378,0,1520599555113378,17.84437311256182,9.899247224376495,20.0,12458,true
1520599555114394,0,1520599555114394,17.84429433466165,9.899536488273512,20.0,12459,true
1520599555115411,0,1520599555115411,17.844215595186586,9.89983745951255,20.0,12460,true
1520599555116429,0,1520599555116429,17.844136904481886,9.900019520209671,20.0,12461,true
1520599555117445,0,1520599555117445,17.84405838165918,9.90038391595894,20.0,12462,true
1520599555118462,0,1520599555118462,17.843979922636684,9.90073526607556,20.0,12463,true
1520599555119480,0,1520599555119480,17.843901527731237,9.900937314798774,20.0,12464,true
1520599555120497,0,1520599555120497,17.843823242978203,9.901269314103022,20.0,12465,true
1520599555121514,0,1520599555121514,17.84374502597623,9.901600764902058,20.0,12466,true
1520599555122531,0,1520599555122531,17.843666966595194,9.90187440394358,20.0,12467,true
1520599555123549,0,1520599555123549,17.843588940105185,9.902200883121075,20.0,12468,true
1520599555124566,0,1520599555124566,17.84351101916727,9.90241463870385,20.0,12469,true
1520599555125583,0,1520599555125583,17.84343320993386,9.90278423225137,20.0,12470,true
1520599555126600,0,1520599555126600,17.843355525148837,9.903062743377633,20.0,12471,true
1520599555127617,0,1520599555127617,17.843277914384288,9.903333292508663,20.0,12472,true
1520599555128636,0,1520599555128636,17.843200282008745,9.903587608434211,20.0,12473,true
1520599555129654,0,1520599555129654,17.84312279915175,9.903904781962513,20.0,12474,true
1520599555130671,0,1520599555130671,17.843045480114295,9.904341556615524,20.0,12475,true
1520599555131687,0,1520599555131687,17.84296830523721,9.90456405329228,20.0,12476,true
1520599555132706,0,1520599555132706,17.842891110528285,9.90476827191382,20.0,12477,true
1520599555133724,0,1520599555133724,17.842813987659003,9.904996711812569,20.0,12478,true
1520599555134742,0,1520599555134742,17.84273701973922,9.905430199275152,20.0,12479,true
1520599555135759,0,1520599555135759,17.842660199867204,9.905748925495132,20.0,12480,true
1520599555136776,0,1520599555136776,17.842583416499945,9.905963384717186,20.0,12481,true
1520599555137794,0,1520599555137794,17.842506721576513,9.906186108671905,20.0,12482,true
1520599555138811,0,1520599555138811,17.84243027008109,9.906548177800493,20.0,12483,true
1520599555139830,0,1520599555139830,17.842353710109126,9.906845109653812,20.0,12484,true
1520599555140847,0,1520599555140847,17.84227735630201,9.906947710354842,20.0,12485,true
1520599555141865,0,1520599555141865,17.84220109227192,9.907490470586204,20.0,12486,true
1520599555142881,0,1520599555142881,17.842125023532045,9.90763942131187,20.0,12487,true
1520599555143899,0,1520599555143899,17.842048898309702,9.907933639992267,20.0,12488,true
1520599555144917,0,1520599555144917,17.841972957735393,9.908095486574046,20.0,12489,true
1520599555145935,0,1520599555145935,17.841897088814516,9.908572197823453,20.0,12490,true
1520599555146951,0,1520599555146951,17.841821397938233,9.908747041921261,20.0,12491,true
1520599555147968,0,1520599555147968,17.841745797074736,9.90906295772503,20.0,12492,true
1520599555148994,0,1520599555148994,17.841669667321572,9.909245447033221,20.0,12493,true
1520599555150003,0,1520599555150003,17.841594837731304,9.909537758629059,20.0,12494,true
1520599555151021,0,1520599555151021,17.841519486380573,9.910605028130314,20.0,12495,true
1520599555152038,0,1520599555152038,17.841444262483396,9.909382739001643,20.0,12496,true
1520599555153065,0,1520599555153065,17.841368469457727,9.91043916600782,20.0,12497,true
1520599555154073,0,1520599555154073,17.841294110573184,9.910683764382652,20.0,12498,true
1520599555155092,0,1520599555155092,17.841219125409843,9.91180052071474,20.0,12499,true
1520599555156109,0,1520599555156109,17.84114435320504,9.91040961210772,20.0,12500,true
1520599555157126,0,1520599555157126,17.841069657473398,9.911595801600672,20.0,12501,true
1520599555158143,0,1520599555158143,17.840995117257847,9.911732419507189,20.0,12502,true
1520599555159160,0,1520599555159160,17.84092061210067,9.912039460415793,20.0,12503,true
1520599555160178,0,1520599555160178,17.840846210122596,9.912247316329601,20.0,12504,true
1520599555161195,0,1520599555161195,17.840771927890742,9.912605664193855,20.0,12505,true
1520599555162212,0,1520599555162212,17.840697823649705,9.912878610642007,20.0,12506,true
1520599555163229,0,1520599555163229,17.84062377471806,9.91313055625157,20.0,12507,true
1520599555164246,0,1520599555164246,17.84054983812121,9.913309258550857,20.0,12508,true
1520599555165263,0,1520599555165263,17.84047600337903,9.913641181761719,20.0,12509,true
1520599555166280,0,1520599555166280,17.840402324414992,9.913901549779867,20.0,12510,true
1520599555167298,0,1520599555167298,17.84032862055298,9.914174770692439,20.0,12511,true
1520599555168316,0,1520599555168316,17.84025504629777,9.914380205196554,20.0,12512,true
1520599555169333,0,1520599555169333,17.840181675426994,9.914811554454133,20.0,12513,true
1520599555170351,0,1520599555170351,17.84010834523245,9.91504945608758,20.0,12514,true
1520599555171368,0,1520599555171368,17.840035177220994,9.915194634553695,20.0,12515,true
1520599555172386,0,1520599555172386,17.839962042608338,9.915543103913105,20.0,12516,true
1520599555173402,0,1520599555173402,17.839889121004276,9.915739291568103,20.0,12517,true
1520599555174419,0,1520599555174419,17.839816269346134,9.91609638339305,20.0,12518,true
1520599555175437,0,1520599555175437,17.839743485236806,9.91622843774876,20.0,12519,true
1520599555176455,0,1520599555176455,17.83967079963638,9.916539152868083,20.0,12520,true
1520599555177471,0,1520599555177471,17.839598324909034,9.916852702774703,20.0,12521,true
1520599555178488,0,1520599555178488,17.839525913452917,9.917127313567843,20.0,12522,true
1520599555179506,0,1520599555179506,17.8394536064344,9.91726094920497,20.0,12523,true
1520599555180524,0,1520599555180524,17.839381320168204,9.917578936216374,20.0,12524,true
1520599555181541,0,1520599555181541,17.839309255867235,9.917845211402145,20.0,12525,true
1520599555182559,0,1520599555182559,17.83923725113384,9.918216048534681,20.0,12526,true
1520599555183575,0,1520599555183575,17.839165448671718,9.918334821828212,20.0,12527,true
1520599555184593,0,1520599555184593,17.839093677686538,9.91865645046688,20.0,12528,true
1520599555185612,0,1520599555185612,17.83902190080938,9.918799200989879,20.0,12529,true
1520599555186627,0,1520599555186627,17.838950522058997,9.919155372905411,20.0,12530,true
1520599555187644,0,1520599555187644,17.838879104337888,9.919558277879078,20.0,12531,true
1520599555188662,0,1520599555188662,17.83880780641129,9.919455171237285,20.0,12532,true
1520599555189681,0,1520599555189681,17.838736496662968,9.919898541036265,20.0,12533,true
1520599555190697,0,1520599555190697,17.838665482162728,9.920143161934233,20.0,12534,true
1520599555191715,0,1520599555191715,17.8385945006156,9.920552339808204,20.0,12535,true
1520599555192732,0,1520599555192732,17.838523656800685,9.920576949408108,20.0,12536,true
1520599555193751,0,1520599555193751,17.838452848098868,9.920929352437792,20.0,12537,true
1520599555194768,0,1520599555194768,17.838382213659767,9.921150444340688,20.0,12538,true
1520599555195786,0,1520599555195786,17.838311721591634,9.921499729439883,20.0,12539,true
1520599555196804,0,1520599555196804,17.838241272202193,9.921674648920948,20.0,12540,true
1520599555197821,0,1520599555197821,17.838171025643724,9.921889084208686,20.0,12541,true
1520599555198838,0,1520599555198838,17.838100853097803,9.922228035189342,20.0,12542,true
1520599555199856,0,1520599555199856,17.83803080330263,9.922366295768484,20.0,12543,true
1520599555200874,0,1520599555200874,17.83796085101134,9.922665401363975,20.0,12544,true
1520599555201891,0,1520599555201891,17.837891043625504,9.922903284336286,20.0,12545,true
1520599555202909,0,1520599555202909,17.837821305308413,9.923172489126536,20.0,12546,true
1520599555203926,0,1520599555203926,17.83775175906211,9.923382086666106,20.0,12547,true
1520599555204955,0,1520599555204955,17.837681535280748,9.923686314398786,20.0,12548,true
1520599555205961,0,1520599555205961,17.83761293383058,9.923836316351764,20.0,12549,true
1520599555206979,0,1520599555206979,17.837543696771906,9.925075026480048,20.0,12550,true
1520599555207996,0,1520599555207996,17.83747462241705,9.923434854815355,20.0,12551,true
1520599555209014,0,1520599555209014,17.837405587620975,9.924618703727425,20.0,12552,true
1520599555210031,0,1520599555210031,17.837336794476894,9.924804262377076,20.0,12553,true
1520599555211049,0,1520599555211049,17.83726798165896,9.925143660336524,20.0,12554,true
1520599555212066,0,1520599555212066,17.837199353127758,9.925229844522038,20.0,12555,true
1520599555213084,0,1520599555213084,17.83713086057567,9.925642742083555,20.0,12556,true
1520599555214100,0,1520599555214100,17.837062568562114,9.925800235063903,20.0,12557,true
1520599555215117,0,1520599555215117,17.83699431814217,9.92601777946533,20.0,12558,true
1520599555216135,0,1520599555216135,17.836926107463515,9.926154130075693,20.0,12559,true
1520599555217151,0,1520599555217151,17.83685815842128,9.926489064678599,20.0,12560,true
1520599555218169,0,1520599555218169,17.836790231431458,9.926826222155,20.0,12561,true
1520599555219186,0,1520599555219186,17.836722453775547,9.926885363420752,20.0,12562,true
1520599555220204,0,1520599555220204,17.83665479254635,9.927243936353406,20.0,12563,true
1520599555221221,0,1520599555221221,17.836587286013078,9.927443040859593,20.0,12564,true
1520599555222238,0,1520599555222238,17.836519909770445,9.9276829950591,20.0,12565,true
1520599555223254,0,1520599555223254,17.83645265168912,9.92787473276137,20.0,12566,true
1520599555224272,0,1520599555224272,17.83638543761138,9.928096658076354,20.0,12567,true
1520599555225290,0,1520599555225290,17.83631837418974,9.928333456376905,20.0,12568,true
1520599555226307,0,1520599555226307,17.836251482295232,9.92866284855097,20.0,12569,true
1520599555227324,0,1520599555227324,17.836184652536353,9.928858555139268,20.0,12570,true
1520599555228342,0,1520599555228342,17.836117959482003,9.929027750814464,20.0,12571,true
1520599555229359,0,1520599555229359,17.83605143106126,9.92933353720894,20.0,12572,true
1520599555230376,0,1520599555230376,17.835985051621655,9.929545777388135,20.0,12573,true
1520599555231392,0,1520599555231392,17.83591877182643,9.929722701286785,20.0,12574,true
1520599555232411,0,1520599555232411,17.835852492145726,9.929918824959685,20.0,12575,true
1520599555233428,0,1520599555233428,17.835786487243784,9.930176377093519,20.0,12576,true
1520599555234444,0,1520599555234444,17.835720593715006,9.930558347898351,20.0,12577,true
1520599555235462,0,1520599555235462,17.83565479617792,9.930596308050362,20.0,12578,true
1520599555236479,0,1520599555236479,17.835589094982026,9.930838253356793,20.0,12579,true
1520599555237496,0,1520599555237496,17.83552353828651,9.931099192106089,20.0,12580,true
1520599555238514,0,1520599555238514,17.835458073867553,9.931359459695322,20.0,12581,true
1520599555239531,0,1520599555239531,17.83539280419004,9.931559173610152,20.0,12582,true
1520599555240549,0,1520599555240549,17.83532760129841,9.931823943148277,20.0,12583,true
1520599555241566,0,1520599555241566,17.83526255777432,9.931960151258481,20.0,12584,true
1520599555242583,0,1520599555242583,17.835197637168122,9.932256143373063,20.0,12585,true
1520599555243601,0,1520599555243601,17.835132778529243,9.932436016500775,20.0,12586,true
1520599555244618,0,1520599555244618,17.835068130433577,9.932661150891056,20.0,12587,true
1520599555245638,0,1520599555245638,17.835003445360787,9.932962325060195,20.0,12588,true
1520599555246654,0,1520599555246654,17.83493910238773,9.933077259469961,20.0,12589,true
1520599555247672,0,1520599555247672,17.834874772452988,9.93350169321188,20.0,12590,true
1520599555248689,0,1520599555248689,17.83481062293216,9.933451432069718,20.0,12591,true
1520599555249706,0,1520599555249706,17.83474658515928,9.93381247153296,20.0,12592,true
1520599555250724,0,1520599555250724,17.83468266058053,9.933963846881309,20.0,12593,true
1520599555251741,0,1520599555251741,17.834618862358735,9.934200781720262,20.0,12594,true
1520599555252759,0,1520599555252759,17.83455521603888,9.93443563223905,20.0,12595,true
1520599555253776,0,1520599555253776,17.834491666497236,9.934653719713399,20.0,12596,true
1520599555254792,0,1520599555254792,17.83442835789635,9.93483950256654,20.0,12597,true
1520599555255810,0,1520599555255810,17.834365069259302,9.93509395448886,20.0,12598,true
1520599555256827,0,1520599555256827,17.834301952754924,9.93516760720888,20.0,12599,true
1520599555257845,0,1520599555257845,17.83423893283603,9.935517437496344,20.0,12600,true
1520599555258864,0,1520599555258864,17.83417595745062,9.935676632725757,20.0,12601,true
1520599555259880,0,1520599555259880,17.834113252961316,9.935930026774084,20.0,12602,true
1520599555260899,0,1520599555260899,17.834050593664568,9.936248380788518,20.0,12603,true
1520599555261915,0,1520599555261915,17.833988144753494,9.936283110550102,20.0,12604,true
1520599555262933,0,1520599555262933,17.833925767833883,9.936599863040483,20.0,12605,true
1520599555263950,0,1520599555263950,17.83386355377818,9.936709604409812,20.0,12606,true
1520599555264978,0,1520599555264978,17.83380081140311,9.936992164804956,20.0,12607,true
1520599555265985,0,1520599555265985,17.833739540377216,9.937160733702553,20.0,12608,true
1520599555267002,0,1520599555267002,17.83367769051008,9.938194608769965,20.0,12609,true
1520599555268019,0,1520599555268019,17.83361600549374,9.936725225906429,20.0,12610,true
1520599555269038,0,1520599555269038,17.833554374478837,9.937820034361668,20.0,12611,true
1520599555270056,0,1520599555270056,17.83349293424968,9.937984821802363,20.0,12612,true
1520599555271072,0,1520599555271072,17.833431662438823,9.938288042111356,20.0,12613,true
1520599555272090,0,1520599555272090,17.833370491282373,9.938419811205712,20.0,12614,true
1520599555273107,0,1520599555273107,17.833309499749888,9.938579124691922,20.0,12615,true
1520599555274124,0,1520599555274124,17.833248608231226,9.938822897524574,20.0,12616,true
1520599555275141,0,1520599555275141,17.833187858990414,9.938967515451182,20.0,12617,true
1520599555276159,0,1520599555276159,17.83312718835678,9.939211402106041,20.0,12618,true
1520599555277176,0,1520599555277176,17.83306673970673,9.939402109111963,20.0,12619,true
1520599555278193,0,1520599555278193,17.83300639001148,9.93967221400292,20.0,12620,true
1520599555279210,0,1520599555279210,17.8329461505265,9.939762549474679,20.0,12621,true
1520599555280229,0,1520599555280229,17.83288598447748,9.940006429573916,20.0,12622,true
1520599555281247,0,1520599555281247,17.83282600582792,9.940235970834621,20.0,12623,true
1520599555282263,0,1520599555282263,17.832766236275635,9.940511302409307,20.0,12624,true
1520599555283280,0,1520599555283280,17.832706564820736,9.940643717106022,20.0,12625,true
1520599555284297,0,1520599555284297,17.832647038312274,9.940748492767625,20.0,12626,true
1520599555285314,0,1520599555285314,17.832587650584067,9.940991779017843,20.0,12627,true
1520599555286330,0,1520599555286330,17.832528432849045,9.941176147538823,20.0,12628,true
1520599555287348,0,1520599555287348,17.832469284259165,9.941367882775728,20.0,12629,true
1520599555288365,0,1520599555288365,17.832410264285098,9.941520182787809,20.0,12630,true
1520599555289382,0,1520599555289382,17.832351401095217,9.941798375907624,20.0,12631,true
1520599555290400,0,1520599555290400,17.832292632838282,9.942001915049975,20.0,12632,true
1520599555291416,0,1520599555291416,17.832234148409498,9.942169857652527,20.0,12633,true
1520599555292434,0,1520599555292434,17.832175612619366,9.942414882848032,20.0,12634,true
1520599555293451,0,1520599555293451,17.8321173074039,9.942423085317257,20.0,12635,true
1520599555294468,0,1520599555294468,17.832059171262703,9.942850408915294,20.0,12636,true
1520599555295485,0,1520599555295485,17.832001093441974,9.94292474188957,20.0,12637,true
1520599555296503,0,1520599555296503,17.831943194487366,9.943075533493317,20.0,12638,true
1520599555297519,0,1520599555297519,17.831885468115846,9.943364627348007,20.0,12639,true
1520599555298536,0,1520599555298536,17.8318278577034,9.943502597764908,20.0,12640,true
1520599555299553,0,1520599555299553,17.831770346869973,9.943647996285453,20.0,12641,true
1520599555300585,0,1520599555300585,17.83171216643152,9.943863890691205,20.0,12642,true
1520599555301590,0,1520599555301590,17.831655664372157,9.944100016962128,20.0,12643,true
