time,clock,sleep,execute,overrun,type
1520599553322078,1000,438,561,0,4
1520599553322547,1000,451,548,0,0
1520599553323000,1000,451,548,0,1
1520599553323059,1000,451,548,0,2
1520599553323093,1000,451,548,0,3
1520599553323094,1000,451,548,0,4
1520599553323565,1000,453,546,0,0
1520599553324017,1000,453,546,0,1
1520599553324075,1000,453,546,0,2
1520599553324109,1000,453,546,0,3
1520599553324110,1000,453,546,0,4
1520599553324583,1000,454,545,0,0
1520599553325034,1000,454,545,0,1
1520599553325092,1000,454,545,0,2
1520599553325126,1000,454,545,0,3
1520599553325127,1000,454,545,0,4
1520599553325600,1000,454,545,0,0
1520599553326052,1000,454,545,0,1
1520599553326111,1000,454,545,0,2
1520599553326145,1000,454,545,0,3
1520599553326146,1000,454,545,0,4
1520599553326617,1000,453,546,0,0
1520599553327070,1000,453,546,0,1
1520599553327128,1000,453,546,0,2
1520599553327162,1000,453,546,0,3
1520599553327164,1000,453,546,0,4
1520599553327635,1000,453,546,0,0
1520599553328087,1000,453,546,0,1
1520599553328147,1000,453,546,0,2
1520599553328180,1000,453,546,0,3
1520599553328182,1000,453,546,0,4
1520599553328652,1000,452,547,0,0
1520599553329115,1000,452,547,0,1
1520599553329174,1000,452,547,0,2
1520599553329208,1000,452,547,0,3
1520599553329209,1000,452,547,0,4
1520599553329670,1000,442,557,0,0
1520599553330122,1000,442,557,0,1
1520599553330181,1000,442,557,0,2
1520599553330215,1000,442,557,0,3
1520599553330216,1000,442,557,0,4
1520599553330688,1000,453,546,0,0
1520599553331141,1000,453,546,0,1
1520599553331199,1000,453,546,0,2
1520599553331233,1000,453,546,0,3
1520599553331234,1000,453,546,0,4
1520599553331705,1000,452,547,0,0
1520599553332157,1000,452,547,0,1
1520599553332216,1000,452,547,0,2
1520599553332250,1000,452,547,0,3
1520599553332251,1000,452,547,0,4
1520599553332723,1000,453,546,0,0
1520599553333174,1000,453,546,0,1
1520599553333233,1000,453,546,0,2
1520599553333267,1000,453,546,0,3
1520599553333269,1000,453,546,0,4
1520599553333740,1000,453,546,0,0
1520599553334192,1000,453,546,0,1
1520599553334251,1000,453,546,0,2
1520599553334284,1000,453,546,0,3
1520599553334286,1000,453,546,0,4
1520599553334758,1000,453,546,0,0
1520599553335210,1000,453,546,0,1
1520599553335270,1000,453,546,0,2
1520599553335303,1000,453,546,0,3
1520599553335305,1000,453,546,0,4
1520599553335775,1000,452,547,0,0
1520599553336227,1000,452,547,0,1
1520599553336285,1000,452,547,0,2
1520599553336319,1000,452,547,0,3
1520599553336320,1000,452,547,0,4
1520599553336793,1000,454,545,0,0
1520599553337245,1000,454,545,0,1
1520599553337304,1000,454,545,0,2
1520599553337339,1000,454,545,0,3
1520599553337340,1000,454,545,0,4
1520599553337810,1000,452,547,0,0
1520599553338261,1000,452,547,0,1
1520599553338321,1000,452,547,0,2
1520599553338354,1000,452,547,0,3
1520599553338355,1000,452,547,0,4
1520599553338827,1000,454,545,0,0
1520599553339280,1000,454,545,0,1
1520599553339339,1000,454,545,0,2
1520599553339373,1000,454,545,0,3
1520599553339375,1000,454,545,0,4
1520599553339845,1000,452,547,0,0
1520599553340297,1000,452,547,0,1
1520599553340355,1000,452,547,0,2
1520599553340389,1000,452,547,0,3
1520599553340390,1000,452,547,0,4
1520599553340862,1000,454,545,0,0
1520599553341318,1000,454,545,0,1
1520599553341377,1000,454,545,0,2
1520599553341411,1000,454,545,0,3
1520599553341413,1000,454,545,0,4
1520599553341880,1000,449,550,0,0
1520599553342346,1000,449,550,0,1
1520599553342407,1000,449,550,0,2
1520599553342441,1000,449,550,0,3
1520599553342442,1000,449,550,0,4
1520599553342897,1000,436,563,0,0
1520599553343349,1000,436,563,0,1
1520599553343408,1000,436,563,0,2
1520599553343441,1000,436,563,0,3
1520599553343443,1000,436,563,0,4
1520599553343914,1000,453,546,0,0
1520599553344367,1000,453,546,0,1
1520599553344426,1000,453,546,0,2
1520599553344460,1000,453,546,0,3
1520599553344462,1000,453,546,0,4
1520599553344940,1000,452,547,0,0
1520599553345391,1000,452,547,0,1
1520599553345451,1000,452,547,0,2
1520599553345485,1000,452,547,0,3
1520599553345486,1000,452,547,0,4
1520599553345958,1000,453,546,0,0
1520599553346410,1000,453,546,0,1
1520599553346469,1000,453,546,0,2
1520599553346502,1000,453,546,0,3
1520599553346504,1000,453,546,0,4
1520599553346976,1000,453,546,0,0
1520599553347428,1000,453,546,0,1
1520599553347487,1000,453,546,0,2
1520599553347521,1000,453,546,0,3
1520599553347522,1000,453,546,0,4
1520599553347993,1000,452,547,0,0
1520599553348445,1000,452,547,0,1
1520599553348503,1000,452,547,0,2
1520599553348537,1000,452,547,0,3
1520599553348538,1000,452,547,0,4
1520599553349009,1000,454,545,0,0
1520599553349462,1000,454,545,0,1
1520599553349521,1000,454,545,0,2
1520599553349554,1000,454,545,0,3
1520599553349555,1000,454,545,0,4
1520599553350027,1000,453,546,0,0
1520599553350479,1000,453,546,0,1
1520599553350538,1000,453,546,0,2
1520599553350572,1000,453,546,0,3
1520599553350573,1000,453,546,0,4
1520599553351044,1000,453,546,0,0
1520599553351496,1000,453,546,0,1
1520599553351555,1000,453,546,0,2
1520599553351588,1000,453,546,0,3
1520599553351589,1000,453,546,0,4
1520599553352061,1000,454,545,0,0
1520599553352513,1000,454,545,0,1
1520599553352572,1000,454,545,0,2
1520599553352606,1000,454,545,0,3
1520599553352607,1000,454,545,0,4
1520599553353078,1000,453,546,0,0
1520599553353532,1000,453,546,0,1
1520599553353593,1000,453,546,0,2
1520599553353627,1000,453,546,0,3
1520599553353628,1000,453,546,0,4
1520599553354096,1000,449,550,0,0
1520599553354548,1000,449,550,0,1
1520599553354608,1000,449,550,0,2
1520599553354642,1000,449,550,0,3
1520599553354643,1000,449,550,0,4
1520599553355113,1000,452,547,0,0
1520599553355565,1000,452,547,0,1
1520599553355624,1000,452,547,0,2
1520599553355658,1000,452,547,0,3
1520599553355660,1000,452,547,0,4
1520599553356131,1000,453,546,0,0
1520599553356583,1000,453,546,0,1
1520599553356642,1000,453,546,0,2
1520599553356675,1000,453,546,0,3
1520599553356677,1000,453,546,0,4
1520599553357147,1000,453,546,0,0
1520599553357600,1000,453,546,0,1
1520599553357659,1000,453,546,0,2
1520599553357693,1000,453,546,0,3
1520599553357694,1000,453,546,0,4
1520599553358165,1000,452,547,0,0
1520599553358617,1000,452,547,0,1
1520599553358676,1000,452,547,0,2
1520599553358710,1000,452,547,0,3
1520599553358711,1000,452,547,0,4
1520599553359183,1000,453,546,0,0
1520599553359633,1000,453,546,0,1
1520599553359692,1000,453,546,0,2
1520599553359725,1000,453,546,0,3
1520599553359726,1000,453,546,0,4
1520599553360200,1000,455,544,0,0
1520599553360651,1000,455,544,0,1
1520599553360710,1000,455,544,0,2
1520599553360743,1000,455,544,0,3
1520599553360745,1000,455,544,0,4
1520599553361216,1000,454,545,0,0
1520599553361668,1000,454,545,0,1
1520599553361727,1000,454,545,0,2
1520599553361761,1000,454,545,0,3
1520599553361762,1000,454,545,0,4
1520599553362234,1000,453,546,0,0
1520599553362686,1000,453,546,0,1
1520599553362745,1000,453,546,0,2
1520599553362793,1000,453,546,0,3
1520599553362795,1000,453,546,0,4
1520599553363252,1000,438,561,0,0
1520599553363704,1000,438,561,0,1
1520599553363764,1000,438,561,0,2
1520599553363797,1000,438,561,0,3
1520599553363799,1000,438,561,0,4
1520599553364269,1000,452,547,0,0
1520599553364721,1000,452,547,0,1
1520599553364780,1000,452,547,0,2
1520599553364814,1000,452,547,0,3
1520599553364815,1000,452,547,0,4
1520599553365286,1000,453,546,0,0
1520599553365738,1000,453,546,0,1
1520599553365798,1000,453,546,0,2
1520599553365831,1000,453,546,0,3
1520599553365833,1000,453,546,0,4
1520599553366303,1000,452,547,0,0
1520599553366754,1000,452,547,0,1
1520599553366814,1000,452,547,0,2
1520599553366848,1000,452,547,0,3
1520599553366849,1000,452,547,0,4
1520599553367320,1000,453,546,0,0
1520599553367772,1000,453,546,0,1
1520599553367830,1000,453,546,0,2
1520599553367863,1000,453,546,0,3
1520599553367865,1000,453,546,0,4
1520599553368338,1000,455,544,0,0
1520599553368790,1000,455,544,0,1
1520599553368849,1000,455,544,0,2
1520599553368883,1000,455,544,0,3
1520599553368884,1000,455,544,0,4
1520599553369354,1000,453,546,0,0
1520599553369805,1000,453,546,0,1
1520599553369864,1000,453,546,0,2
1520599553369898,1000,453,546,0,3
1520599553369899,1000,453,546,0,4
1520599553370372,1000,454,545,0,0
1520599553370823,1000,454,545,0,1
1520599553370882,1000,454,545,0,2
1520599553370915,1000,454,545,0,3
1520599553370917,1000,454,545,0,4
1520599553371389,1000,454,545,0,0
1520599553371840,1000,454,545,0,1
1520599553371899,1000,454,545,0,2
1520599553371932,1000,454,545,0,3
1520599553371933,1000,454,545,0,4
1520599553372406,1000,454,545,0,0
1520599553372857,1000,454,545,0,1
1520599553372916,1000,454,545,0,2
1520599553372963,1000,454,545,0,3
1520599553372964,1000,454,545,0,4
1520599553373423,1000,441,558,0,0
1520599553373874,1000,441,558,0,1
1520599553373933,1000,441,558,0,2
1520599553373967,1000,441,558,0,3
1520599553373968,1000,441,558,0,4
1520599553374440,1000,454,545,0,0
1520599553374892,1000,454,545,0,1
1520599553374951,1000,454,545,0,2
1520599553374985,1000,454,545,0,3
1520599553374986,1000,454,545,0,4
1520599553375458,1000,454,545,0,0
1520599553375909,1000,454,545,0,1
1520599553375968,1000,454,545,0,2
1520599553376002,1000,454,545,0,3
1520599553376003,1000,454,545,0,4
1520599553376476,1000,454,545,0,0
1520599553376927,1000,454,545,0,1
1520599553376995,1000,454,545,0,2
1520599553377028,1000,454,545,0,3
1520599553377029,1000,454,545,0,4
1520599553377493,1000,445,554,0,0
1520599553377946,1000,445,554,0,1
1520599553378005,1000,445,554,0,2
1520599553378038,1000,445,554,0,3
1520599553378040,1000,445,554,0,4
1520599553378511,1000,453,546,0,0
1520599553378962,1000,453,546,0,1
1520599553379022,1000,453,546,0,2
1520599553379056,1000,453,546,0,3
1520599553379057,1000,453,546,0,4
1520599553379528,1000,453,546,0,0
1520599553379979,1000,453,546,0,1
1520599553380038,1000,453,546,0,2
1520599553380072,1000,453,546,0,3
1520599553380073,1000,453,546,0,4
1520599553380546,1000,454,545,0,0
1520599553380997,1000,454,545,0,1
1520599553381056,1000,454,545,0,2
1520599553381089,1000,454,545,0,3
1520599553381091,1000,454,545,0,4
1520599553381564,1000,454,545,0,0
1520599553382015,1000,454,545,0,1
1520599553382074,1000,454,545,0,2
1520599553382108,1000,454,545,0,3
1520599553382109,1000,454,545,0,4
1520599553382581,1000,454,545,0,0
1520599553383033,1000,454,545,0,1
1520599553383093,1000,454,545,0,2
1520599553383126,1000,454,545,0,3
1520599553383127,1000,454,545,0,4
1520599553383599,1000,453,546,0,0
1520599553384065,1000,453,546,0,1
1520599553384125,1000,453,546,0,2
1520599553384159,1000,453,546,0,3
1520599553384160,1000,453,546,0,4
1520599553384616,1000,438,561,0,0
1520599553385068,1000,438,561,0,1
1520599553385127,1000,438,561,0,2
1520599553385161,1000,438,561,0,3
1520599553385163,1000,438,561,0,4
1520599553385634,1000,453,546,0,0
1520599553386086,1000,453,546,0,1
1520599553386145,1000,453,546,0,2
1520599553386179,1000,453,546,0,3
1520599553386180,1000,453,546,0,4
1520599553386651,1000,453,546,0,0
1520599553387103,1000,453,546,0,1
1520599553387162,1000,453,546,0,2
1520599553387196,1000,453,546,0,3
1520599553387197,1000,453,546,0,4
1520599553387669,1000,453,546,0,0
1520599553388121,1000,453,546,0,1
1520599553388182,1000,453,546,0,2
1520599553388216,1000,453,546,0,3
1520599553388217,1000,453,546,0,4
1520599553388687,1000,451,548,0,0
1520599553389139,1000,451,548,0,1
1520599553389197,1000,451,548,0,2
1520599553389231,1000,451,548,0,3
1520599553389233,1000,451,548,0,4
1520599553389704,1000,453,546,0,0
1520599553390155,1000,453,546,0,1
1520599553390214,1000,453,546,0,2
1520599553390248,1000,453,546,0,3
1520599553390249,1000,453,546,0,4
1520599553390722,1000,454,545,0,0
1520599553391173,1000,454,545,0,1
1520599553391232,1000,454,545,0,2
1520599553391266,1000,454,545,0,3
1520599553391267,1000,454,545,0,4
1520599553391739,1000,453,546,0,0
1520599553392191,1000,453,546,0,1
1520599553392250,1000,453,546,0,2
1520599553392283,1000,453,546,0,3
1520599553392285,1000,453,546,0,4
1520599553392756,1000,453,546,0,0
1520599553393208,1000,453,546,0,1
1520599553393267,1000,453,546,0,2
1520599553393300,1000,453,546,0,3
1520599553393302,1000,453,546,0,4
1520599553393774,1000,454,545,0,0
1520599553394226,1000,454,545,0,1
1520599553394284,1000,454,545,0,2
1520599553394318,1000,454,545,0,3
1520599553394319,1000,454,545,0,4
1520599553394792,1000,454,545,0,0
1520599553395243,1000,454,545,0,1
1520599553395302,1000,454,545,0,2
1520599553395336,1000,454,545,0,3
1520599553395337,1000,454,545,0,4
1520599553395809,1000,454,545,0,0
1520599553396261,1000,454,545,0,1
1520599553396320,1000,454,545,0,2
1520599553396354,1000,454,545,0,3
1520599553396355,1000,454,545,0,4
1520599553396826,1000,453,546,0,0
1520599553397278,1000,453,546,0,1
1520599553397337,1000,453,546,0,2
1520599553397371,1000,453,546,0,3
1520599553397373,1000,453,546,0,4
1520599553397844,1000,453,546,0,0
1520599553398295,1000,453,546,0,1
1520599553398354,1000,453,546,0,2
1520599553398387,1000,453,546,0,3
1520599553398389,1000,453,546,0,4
1520599553398862,1000,454,545,0,0
1520599553399313,1000,454,545,0,1
1520599553399372,1000,454,545,0,2
1520599553399405,1000,454,545,0,3
1520599553399406,1000,454,545,0,4
1520599553399879,1000,454,545,0,0
1520599553400331,1000,454,545,0,1
1520599553400390,1000,454,545,0,2
1520599553400424,1000,454,545,0,3
1520599553400426,1000,454,545,0,4
1520599553400896,1000,452,547,0,0
1520599553401348,1000,452,547,0,1
1520599553401407,1000,452,547,0,2
1520599553401441,1000,452,547,0,3
1520599553401442,1000,452,547,0,4
1520599553401914,1000,453,546,0,0
1520599553402365,1000,453,546,0,1
1520599553402423,1000,453,546,0,2
1520599553402457,1000,453,546,0,3
1520599553402459,1000,453,546,0,4
1520599553402931,1000,454,545,0,0
1520599553403383,1000,454,545,0,1
1520599553403442,1000,454,545,0,2
1520599553403476,1000,454,545,0,3
1520599553403477,1000,454,545,0,4
1520599553403949,1000,453,546,0,0
1520599553404401,1000,453,546,0,1
1520599553404461,1000,453,546,0,2
1520599553404524,1000,453,546,0,3
1520599553404526,1000,453,546,0,4
1520599553404966,1000,422,577,0,0
1520599553405417,1000,422,577,0,1
1520599553405477,1000,422,577,0,2
1520599553405511,1000,422,577,0,3
1520599553405513,1000,422,577,0,4
1520599553405983,1000,452,547,0,0
1520599553406435,1000,452,547,0,1
1520599553406494,1000,452,547,0,2
1520599553406527,1000,452,547,0,3
1520599553406529,1000,452,547,0,4
1520599553407001,1000,454,545,0,0
1520599553407452,1000,454,545,0,1
1520599553407510,1000,454,545,0,2
1520599553407544,1000,454,545,0,3
1520599553407545,1000,454,545,0,4
1520599553408019,1000,455,544,0,0
1520599553408470,1000,455,544,0,1
1520599553408529,1000,455,544,0,2
1520599553408563,1000,455,544,0,3
1520599553408564,1000,455,544,0,4
1520599553409035,1000,454,545,0,0
1520599553409486,1000,454,545,0,1
1520599553409545,1000,454,545,0,2
1520599553409579,1000,454,545,0,3
1520599553409580,1000,454,545,0,4
1520599553410052,1000,454,545,0,0
1520599553410504,1000,454,545,0,1
1520599553410562,1000,454,545,0,2
1520599553410597,1000,454,545,0,3
1520599553410598,1000,454,545,0,4
1520599553411070,1000,454,545,0,0
1520599553411521,1000,454,545,0,1
1520599553411580,1000,454,545,0,2
1520599553411614,1000,454,545,0,3
1520599553411615,1000,454,545,0,4
1520599553412087,1000,454,545,0,0
1520599553412539,1000,454,545,0,1
1520599553412598,1000,454,545,0,2
1520599553412632,1000,454,545,0,3
1520599553412633,1000,454,545,0,4
1520599553413103,1000,453,546,0,0
1520599553413556,1000,453,546,0,1
1520599553413615,1000,453,546,0,2
1520599553413649,1000,453,546,0,3
1520599553413651,1000,453,546,0,4
1520599553414121,1000,452,547,0,0
1520599553414572,1000,452,547,0,1
1520599553414631,1000,452,547,0,2
1520599553414664,1000,452,547,0,3
1520599553414666,1000,452,547,0,4
1520599553415139,1000,454,545,0,0
1520599553415590,1000,454,545,0,1
1520599553415650,1000,454,545,0,2
1520599553415683,1000,454,545,0,3
1520599553415685,1000,454,545,0,4
1520599553416156,1000,453,546,0,0
1520599553416608,1000,453,546,0,1
1520599553416667,1000,453,546,0,2
1520599553416700,1000,453,546,0,3
1520599553416702,1000,453,546,0,4
1520599553417173,1000,453,546,0,0
1520599553417625,1000,453,546,0,1
1520599553417684,1000,453,546,0,2
1520599553417719,1000,453,546,0,3
1520599553417720,1000,453,546,0,4
1520599553418190,1000,451,548,0,0
1520599553418642,1000,451,548,0,1
1520599553418701,1000,451,548,0,2
1520599553418735,1000,451,548,0,3
1520599553418736,1000,451,548,0,4
1520599553419208,1000,453,546,0,0
1520599553419660,1000,453,546,0,1
1520599553419718,1000,453,546,0,2
1520599553419752,1000,453,546,0,3
1520599553419753,1000,453,546,0,4
1520599553420225,1000,454,545,0,0
1520599553420677,1000,454,545,0,1
1520599553420736,1000,454,545,0,2
1520599553420770,1000,454,545,0,3
1520599553420771,1000,454,545,0,4
1520599553421242,1000,453,546,0,0
1520599553421694,1000,453,546,0,1
1520599553421753,1000,453,546,0,2
1520599553421787,1000,453,546,0,3
1520599553421789,1000,453,546,0,4
1520599553422259,1000,452,547,0,0
1520599553422711,1000,452,547,0,1
1520599553422770,1000,452,547,0,2
1520599553422803,1000,452,547,0,3
1520599553422805,1000,452,547,0,4
1520599553423277,1000,454,545,0,0
1520599553423728,1000,454,545,0,1
1520599553423787,1000,454,545,0,2
1520599553423821,1000,454,545,0,3
1520599553423822,1000,454,545,0,4
1520599553424294,1000,454,545,0,0
1520599553424746,1000,454,545,0,1
1520599553424805,1000,454,545,0,2
1520599553424838,1000,454,545,0,3
1520599553424840,1000,454,545,0,4
1520599553425311,1000,441,558,0,0
1520599553425764,1000,441,558,0,1
1520599553425823,1000,441,558,0,2
1520599553425857,1000,441,558,0,3
1520599553425858,1000,441,558,0,4
1520599553426329,1000,452,547,0,0
1520599553426780,1000,452,547,0,1
1520599553426839,1000,452,547,0,2
1520599553426872,1000,452,547,0,3
1520599553426874,1000,452,547,0,4
1520599553427346,1000,454,545,0,0
1520599553427798,1000,454,545,0,1
1520599553427857,1000,454,545,0,2
1520599553427891,1000,454,545,0,3
1520599553427893,1000,454,545,0,4
1520599553428364,1000,453,546,0,0
1520599553428816,1000,453,546,0,1
1520599553428875,1000,453,546,0,2
1520599553428908,1000,453,546,0,3
1520599553428910,1000,453,546,0,4
1520599553429380,1000,454,545,0,0
1520599553429833,1000,454,545,0,1
1520599553429892,1000,454,545,0,2
1520599553429925,1000,454,545,0,3
1520599553429927,1000,454,545,0,4
1520599553430398,1000,453,546,0,0
1520599553430850,1000,453,546,0,1
1520599553430909,1000,453,546,0,2
1520599553430942,1000,453,546,0,3
1520599553430944,1000,453,546,0,4
1520599553431415,1000,453,546,0,0
1520599553431867,1000,453,546,0,1
1520599553431925,1000,453,546,0,2
1520599553431959,1000,453,546,0,3
1520599553431960,1000,453,546,0,4
1520599553432433,1000,454,545,0,0
1520599553432884,1000,454,545,0,1
1520599553432956,1000,454,545,0,2
1520599553432990,1000,454,545,0,3
1520599553432991,1000,454,545,0,4
1520599553433450,1000,440,559,0,0
1520599553433902,1000,440,559,0,1
1520599553433960,1000,440,559,0,2
1520599553433993,1000,440,559,0,3
1520599553433995,1000,440,559,0,4
1520599553434468,1000,455,544,0,0
1520599553434918,1000,455,544,0,1
1520599553434977,1000,455,544,0,2
1520599553435010,1000,455,544,0,3
1520599553435012,1000,455,544,0,4
1520599553435485,1000,455,544,0,0
1520599553435937,1000,455,544,0,1
1520599553435995,1000,455,544,0,2
1520599553436029,1000,455,544,0,3
1520599553436030,1000,455,544,0,4
1520599553436503,1000,454,545,0,0
1520599553436953,1000,454,545,0,1
1520599553437013,1000,454,545,0,2
1520599553437046,1000,454,545,0,3
1520599553437047,1000,454,545,0,4
1520599553437520,1000,454,545,0,0
1520599553437971,1000,454,545,0,1
1520599553438030,1000,454,545,0,2
1520599553438063,1000,454,545,0,3
1520599553438065,1000,454,545,0,4
1520599553438537,1000,454,545,0,0
1520599553438988,1000,454,545,0,1
1520599553439047,1000,454,545,0,2
1520599553439081,1000,454,545,0,3
1520599553439082,1000,454,545,0,4
1520599553439555,1000,455,545,0,0
1520599553440006,1000,455,545,0,1
1520599553440065,1000,455,545,0,2
1520599553440099,1000,455,545,0,3
1520599553440100,1000,455,545,0,4
1520599553440572,1000,453,546,0,0
1520599553441023,1000,453,546,0,1
1520599553441082,1000,453,546,0,2
1520599553441116,1000,453,546,0,3
1520599553441117,1000,453,546,0,4
1520599553441589,1000,453,546,0,0
1520599553442041,1000,453,546,0,1
1520599553442100,1000,453,546,0,2
1520599553442133,1000,453,546,0,3
1520599553442134,1000,453,546,0,4
1520599553442607,1000,454,545,0,0
1520599553443057,1000,454,545,0,1
1520599553443117,1000,454,545,0,2
1520599553443150,1000,454,545,0,3
1520599553443152,1000,454,545,0,4
1520599553443624,1000,454,545,0,0
1520599553444076,1000,454,545,0,1
1520599553444135,1000,454,545,0,2
1520599553444169,1000,454,545,0,3
1520599553444170,1000,454,545,0,4
1520599553444642,1000,453,546,0,0
1520599553445092,1000,453,546,0,1
1520599553445152,1000,453,546,0,2
1520599553445185,1000,453,546,0,3
1520599553445187,1000,453,546,0,4
1520599553445660,1000,454,545,0,0
1520599553446111,1000,454,545,0,1
1520599553446170,1000,454,545,0,2
1520599553446218,1000,454,545,0,3
1520599553446219,1000,454,545,0,4
1520599553446677,1000,439,560,0,0
1520599553447129,1000,439,560,0,1
1520599553447189,1000,439,560,0,2
1520599553447223,1000,439,560,0,3
1520599553447224,1000,439,560,0,4
1520599553447695,1000,452,547,0,0
1520599553448147,1000,452,547,0,1
1520599553448206,1000,452,547,0,2
1520599553448239,1000,452,547,0,3
1520599553448241,1000,452,547,0,4
1520599553448712,1000,453,546,0,0
1520599553449164,1000,453,546,0,1
1520599553449224,1000,453,546,0,2
1520599553449257,1000,453,546,0,3
1520599553449259,1000,453,546,0,4
1520599553449730,1000,453,546,0,0
1520599553450181,1000,453,546,0,1
1520599553450240,1000,453,546,0,2
1520599553450274,1000,453,546,0,3
1520599553450275,1000,453,546,0,4
1520599553450748,1000,454,545,0,0
1520599553451199,1000,454,545,0,1
1520599553451258,1000,454,545,0,2
1520599553451292,1000,454,545,0,3
1520599553451293,1000,454,545,0,4
1520599553451765,1000,454,545,0,0
1520599553452216,1000,454,545,0,1
1520599553452275,1000,454,545,0,2
1520599553452309,1000,454,545,0,3
1520599553452311,1000,454,545,0,4
1520599553452783,1000,454,545,0,0
1520599553453234,1000,454,545,0,1
1520599553453294,1000,454,545,0,2
1520599553453327,1000,454,545,0,3
1520599553453328,1000,454,545,0,4
1520599553453800,1000,453,546,0,0
1520599553454252,1000,453,546,0,1
1520599553454311,1000,453,546,0,2
1520599553454345,1000,453,546,0,3
1520599553454346,1000,453,546,0,4
1520599553454818,1000,453,546,0,0
1520599553455270,1000,453,546,0,1
1520599553455328,1000,453,546,0,2
1520599553455362,1000,453,546,0,3
1520599553455364,1000,453,546,0,4
1520599553455835,1000,453,546,0,0
1520599553456287,1000,453,546,0,1
1520599553456346,1000,453,546,0,2
1520599553456379,1000,453,546,0,3
1520599553456380,1000,453,546,0,4
1520599553456853,1000,454,545,0,0
1520599553457315,1000,454,545,0,1
1520599553457374,1000,454,545,0,2
1520599553457408,1000,454,545,0,3
1520599553457409,1000,454,545,0,4
1520599553457871,1000,443,556,0,0
1520599553458323,1000,443,556,0,1
1520599553458381,1000,443,556,0,2
1520599553458415,1000,443,556,0,3
1520599553458416,1000,443,556,0,4
1520599553458888,1000,453,546,0,0
1520599553459340,1000,453,546,0,1
1520599553459399,1000,453,546,0,2
1520599553459432,1000,453,546,0,3
1520599553459434,1000,453,546,0,4
1520599553459906,1000,454,545,0,0
1520599553460357,1000,454,545,0,1
1520599553460416,1000,454,545,0,2
1520599553460449,1000,454,545,0,3
1520599553460450,1000,454,545,0,4
1520599553460923,1000,454,545,0,0
1520599553461386,1000,454,545,0,1
1520599553461445,1000,454,545,0,2
1520599553461479,1000,454,545,0,3
1520599553461480,1000,454,545,0,4
1520599553461941,1000,442,557,0,0
1520599553462392,1000,442,557,0,1
1520599553462452,1000,442,557,0,2
1520599553462486,1000,442,557,0,3
1520599553462487,1000,442,557,0,4
1520599553462958,1000,453,546,0,0
1520599553463410,1000,453,546,0,1
1520599553463469,1000,453,546,0,2
1520599553463504,1000,453,546,0,3
1520599553463505,1000,453,546,0,4
1520599553463976,1000,452,547,0,0
1520599553464426,1000,452,547,0,1
1520599553464485,1000,452,547,0,2
1520599553464519,1000,452,547,0,3
1520599553464520,1000,452,547,0,4
1520599553464992,1000,455,544,0,0
1520599553465444,1000,455,544,0,1
1520599553465503,1000,455,544,0,2
1520599553465537,1000,455,544,0,3
1520599553465538,1000,455,544,0,4
1520599553466010,1000,453,546,0,0
1520599553466462,1000,453,546,0,1
1520599553466521,1000,453,546,0,2
1520599553466555,1000,453,546,0,3
1520599553466556,1000,453,546,0,4
1520599553467027,1000,440,559,0,0
1520599553467480,1000,440,559,0,1
1520599553467539,1000,440,559,0,2
1520599553467573,1000,440,559,0,3
1520599553467575,1000,440,559,0,4
1520599553468045,1000,452,547,0,0
1520599553468497,1000,452,547,0,1
1520599553468556,1000,452,547,0,2
1520599553468590,1000,452,547,0,3
1520599553468592,1000,452,547,0,4
1520599553469061,1000,452,547,0,0
1520599553469513,1000,452,547,0,1
1520599553469573,1000,452,547,0,2
1520599553469607,1000,452,547,0,3
1520599553469608,1000,452,547,0,4
1520599553470079,1000,452,547,0,0
1520599553470529,1000,452,547,0,1
1520599553470588,1000,452,547,0,2
1520599553470622,1000,452,547,0,3
1520599553470623,1000,452,547,0,4
1520599553471096,1000,455,544,0,0
1520599553471548,1000,455,544,0,1
1520599553471607,1000,455,544,0,2
1520599553471640,1000,455,544,0,3
1520599553471642,1000,455,544,0,4
1520599553472114,1000,453,546,0,0
1520599553472565,1000,453,546,0,1
1520599553472624,1000,453,546,0,2
1520599553472657,1000,453,546,0,3
1520599553472659,1000,453,546,0,4
1520599553473130,1000,454,545,0,0
1520599553473582,1000,454,545,0,1
1520599553473641,1000,454,545,0,2
1520599553473675,1000,454,545,0,3
1520599553473676,1000,454,545,0,4
1520599553474147,1000,453,546,0,0
1520599553474599,1000,453,546,0,1
1520599553474658,1000,453,546,0,2
1520599553474692,1000,453,546,0,3
1520599553474693,1000,453,546,0,4
1520599553475165,1000,453,546,0,0
1520599553475617,1000,453,546,0,1
1520599553475675,1000,453,546,0,2
1520599553475709,1000,453,546,0,3
1520599553475711,1000,453,546,0,4
1520599553476182,1000,453,546,0,0
1520599553476633,1000,453,546,0,1
1520599553476692,1000,453,546,0,2
1520599553476726,1000,453,546,0,3
1520599553476727,1000,453,546,0,4
1520599553477199,1000,454,545,0,0
1520599553477651,1000,454,545,0,1
1520599553477710,1000,454,545,0,2
1520599553477744,1000,454,545,0,3
1520599553477745,1000,454,545,0,4
1520599553478216,1000,453,546,0,0
1520599553478667,1000,453,546,0,1
1520599553478726,1000,453,546,0,2
1520599553478760,1000,453,546,0,3
1520599553478761,1000,453,546,0,4
1520599553479234,1000,454,545,0,0
1520599553479684,1000,454,545,0,1
1520599553479744,1000,454,545,0,2
1520599553479777,1000,454,545,0,3
1520599553479779,1000,454,545,0,4
