time,core1,core2,core3,core4
000000,000000,000000,000000,000000
000001,000000,000000,000000,000000
000002,000000,000000,000000,000000
000003,000000,000000,000000,000000
000004,000000,000000,000000,000000
000005,000000,000000,000000,000000
000006,000000,000000,000000,000000
000007,000000,000000,000000,000000
000008,000000,000000,000000,000000
000009,000000,000000,000000,000000
000010,000000,000005,000012,000000
000011,2014193,3922087,5159735,4469182
000012,8451288,7568419,6591016,7890039
000013,3659452,2827012,2684359,2037507
000014,1902224,1900874,1872286,2000158
000015,948035,826863,702436,689545
000016,551784,491132,657293,639591
000017,407285,410249,273527,235234
000018,044238,041553,031407,024909
000019,011412,006544,012567,006719
000020,004538,002479,006691,003065
000021,002174,001102,004519,001510
000022,001037,000562,001777,000794
000023,000593,000316,000923,000405
000024,000375,000164,000487,000288
000025,000246,000164,000259,000166
000026,000138,000081,000110,000119
000027,000105,000039,000085,000080
000028,000082,000027,000062,000050
000029,000071,000030,000042,000042
000030,000048,000027,000040,000037
000031,000045,000015,000015,000019
000032,000035,000013,000010,000016
000033,000019,000005,000006,000006
000034,000019,000001,000003,000004
000035,000014,000001,000004,000002
000036,000012,000004,000002,000005
000037,000014,000002,000001,000003
000038,000017,000001,000002,000002
000039,000012,000001,000000,000000
000040,000006,000000,000001,000000
000041,000018,000000,000001,000002
000042,000010,000001,000000,000000
000043,000008,000000,000002,000000
000044,000014,000001,000001,000000
000045,000002,000001,000000,000001
000046,000009,000001,000000,000001
000047,000008,000000,000000,000000
000048,000007,000000,000000,000000
000049,000014,000000,000000,000000
000050,000006,000000,000000,000000
000051,000014,000000,000000,000000
000052,000003,000000,000000,000000
000053,000006,000000,000000,000000
000054,000009,000000,000000,000000
000055,000007,000000,000000,000000
000056,000004,000000,000000,000000
000057,000011,000001,000000,000000
000058,000008,000000,000000,000000
000059,000006,000001,000000,000000
000060,000007,000001,000000,000000
000061,000007,000000,000000,000000
000062,000011,000000,000000,000000
000063,000007,000000,000000,000000
000064,000004,000000,000000,000000
000065,000006,000000,000000,000000
000066,000009,000000,000000,000000
000067,000000,000000,000000,000000
000068,000003,000000,000000,000000
000069,000004,000000,000000,000000
000070,000002,000000,000000,000000
000071,000004,000000,000000,000000
000072,000003,000000,000000,000000
000073,000005,000000,000000,000000
000074,000002,000000,000000,000000
000075,000004,000000,000000,000000
000076,000007,000000,000000,000000
000077,000005,000000,000000,000000
000078,000001,000000,000000,000000
000079,000005,000000,000000,000000
000080,000009,000000,000000,000000
000081,000002,000000,000000,000000
000082,000006,000000,000000,000000
000083,000000,000000,000000,000000
000084,000006,000000,000000,000000
000085,000004,000000,000000,000000
000086,000000,000000,000000,000000
000087,000003,000000,000000,000000
000088,000004,000000,000000,000000
000089,000005,000000,000000,000000
000090,000002,000000,000000,000000
000091,000003,000000,000000,000000
000092,000003,000000,000000,000000
000093,000003,000000,000000,000000
000094,000000,000000,000000,000000
000095,000005,000000,000000,000000
000096,000003,000000,000000,000000
000097,000003,000000,000000,000000
000098,000002,000000,000000,000000
000099,000003,000000,000000,000000
000100,000003,000000,000000,000000
000101,000001,000000,000000,000000
000102,000004,000000,000000,000000
000103,000003,000000,000000,000000
000104,000006,000000,000000,000000
000105,000003,000000,000000,000000
000106,000004,000000,000000,000000
000107,000003,000000,000000,000000
000108,000000,000000,000000,000000
000109,000000,000000,000000,000000
000110,000006,000000,000000,000000
000111,000001,000000,000000,000000
000112,000002,000000,000000,000000
000113,000000,000000,000000,000000
000114,000005,000000,000000,000000
000115,000000,000000,000000,000000
000116,000003,000000,000000,000000
000117,000005,000000,000000,000000
000118,000001,000000,000000,000000
000119,000002,000000,000000,000000
000120,000000,000000,000000,000000
000121,000003,000000,000000,000000
000122,000003,000000,000000,000000
000123,000002,000000,000000,000000
000124,000003,000000,000000,000000
000125,000000,000000,000000,000000
000126,000003,000000,000000,000000
000127,000000,000000,000000,000000
000128,000003,000000,000000,000000
000129,000003,000000,000000,000000
000130,000002,000000,000000,000000
000131,000002,000000,000000,000000
000132,000003,000000,000000,000000
000133,000001,000000,000000,000000
000134,000001,000000,000000,000000
000135,000003,000000,000000,000000
000136,000001,000000,000000,000000
000137,000001,000000,000000,000000
000138,000002,000000,000000,000000
000139,000000,000000,000000,000000
000140,000000,000000,000000,000000
000141,000002,000000,000000,000000
000142,000002,000000,000000,000000
000143,000001,000000,000000,000000
000144,000001,000000,000000,000000
000145,000002,000000,000000,000000
000146,000003,000000,000000,000000
000147,000003,000000,000000,000000
000148,000003,000000,000000,000000
000149,000003,000000,000000,000000
000150,000001,000000,000000,000000
000151,000003,000000,000000,000000
000152,000002,000000,000000,000000
000153,000001,000000,000000,000000
000154,000001,000000,000000,000000
000155,000000,000000,000000,000000
000156,000000,000000,000000,000000
000157,000001,000000,000000,000000
000158,000003,000000,000000,000000
000159,000001,000000,000000,000000
000160,000001,000000,000000,000000
000161,000001,000000,000000,000000
000162,000001,000000,000000,000000
000163,000001,000000,000000,000000
000164,000001,000000,000000,000000
000165,000001,000000,000000,000000
000166,000000,000000,000000,000000
000167,000000,000000,000000,000000
000168,000000,000000,000000,000000
000169,000000,000000,000000,000000
